pessoa_id,idade,salario_anual,situacao_moradia,tempo_de_trabalho,motivo_do_emprestimo,pontuacao,valor_emprestimo,taxa_de_juros,possibilidade_de_inadimplencia,renda_percentual,inadimplente,tempo_solicitacao
2KqAWTCf-O9am,22,40000,Rent,1,Debtconsolidation,A,2800,7.49,0,0.07,N,4
0yy5hLJb-oUFy,22,46000,Rent,1,Debtconsolidation,D,6200,NULL,1,0.13,N,4
0b6mt3Tm-aFBt,25,113000,Rent,8,Debtconsolidation,B,14400,11.71,1,0.13,N,4
3fOXRtMB-pJnB,23,80000,Rent,6,Education,A,16000,NULL,0,0.2,N,2
364IUN7q-3ZMi,23,51600,Mortgage,1,Personal,B,4800,10.99,1,0.09,N,3
2rkHXbhN-P3hJ,25,28000,Rent,2,Personal,B,6000,10.59,1,0.21,N,4
0Yau0ysm-Zq2l,25,96000,Mortgage,0,Medical,B,5000,11.83,0,0.05,N,4
3Dkm1IQ1-Fc0m,26,57600,Rent,10,Debtconsolidation,D,2150,15.62,1,0.04,Y,3
2ubCMdgs-eJj0,23,42000,Mortgage,3,Debtconsolidation,C,1800,12.99,1,0.04,Y,3
1ResGzt6-EbxH,24,35000,Own,2,Venture,B,3600,9.99,0,0.1,N,4
1OvUmX6Y-fgG9,23,60000,Rent,0,Debtconsolidation,B,15000,11.11,0,0.25,N,2
0aHnowyt-xHJj,23,34662,Mortgage,1,Homeimprovement,B,3000,10.75,1,0.09,N,4
38Tz7BFS-nkJv,23,61615,Mortgage,4,Personal,B,13000,10.62,0,0.21,N,4
0pQYYw6t-ZFAY,22,32244,Rent,2,Venture,B,11100,12.21,1,0.34,N,3
1MSwMBPk-Dw6i,22,64000,Mortgage,4,Personal,C,14000,13.23,0,0.22,Y,3
19auMavJ-7CSx,27,NULL,,6,Homeimprovement,C,17475,9.91,1,0.38,N,2
3g6wrRGx-6dcc,23,70000,Mortgage,3,Venture,A,15000,8.49,0,0.21,N,2
0aum7s9J-ix70,24,37200,Rent,2,Personal,B,6000,9.99,0,0.16,N,3
0OnAw6JS-wE5K,34,109200,Mortgage,18,Education,C,6000,12.23,0,0.05,Y,5
1RJ8AfWv-e0I5,22,70500,Rent,3,Personal,C,21000,13.98,0,0.3,Y,4
1tiE5XDB-iGY2,30,90000,Mortgage,4,Venture,C,8000,NULL,0,0.09,Y,9
32cvO078-WNew,30,80000,Mortgage,4,Debtconsolidation,A,10750,6.17,0,0.13,N,5
2MObZz28-Kd7Y,30,64000,Mortgage,3,Education,A,10200,6.62,0,0.16,N,5
0g7M0qhC-I6EQ,26,75000,Rent,2,Personal,C,16000,13.35,0,0.21,Y,2
0YGyY19v-MNWm,24,37000,Mortgage,0,Medical,C,8500,12.53,1,0.23,Y,2
3IOZpXxT-pmz5,31,22800,Rent,3,Homeimprovement,A,2400,8.49,1,0.11,N,8
3GayD56R-v8tm,NULL,22000,Rent,2,Debtconsolidation,,10000,7.51,0,0.2,N,4
2lgbcwzM-oODb,27,33600,Rent,11,Debtconsolidation,A,15000,5.79,1,0.45,N,8
3hCTCfXN-JLt7,27,NULL,Mortgage,0,Medical,F,1000,14.26,0,0.02,,2
0T6PIW9F-mLbs,27,34000,Rent,7,Medical,C,7000,15.96,0,0.21,Y,10
16R20jhK-vfqD,22,67500,Rent,1,Venture,B,7500,9.76,0,0.11,N,3
2tzaPs8Z-iBKj,39,61020,Mortgage,4,Debtconsolidation,D,9975,13.99,1,0.16,N,11
1TQ8tuq7-bIRS,27,35000,Rent,0,Debtconsolidation,A,3000,8.49,0,0.09,N,10
2YSrqu3W-j6UC,23,54400,Mortgage,0,Medical,D,12000,15.62,1,0.19,N,3
37nskrCN-ursO,25,40800,Rent,NULL,Debtconsolidation,D,1000,15.57,1,0.02,N,2
2EOLoRNm-0M4z,26,75000,Mortgage,10,Homeimprovement,C,8000,13.92,0,0.11,N,4
2D1ZG7Ak-D1uz,29,49000,Rent,3,Personal,C,6000,13.99,1,0.12,N,6
1oZlskIK-7vrN,24,72000,Rent,6,Personal,A,4400,NULL,0,0.06,N,4
13Xn66KP-l38G,25,54000,Rent,7,Homeimprovement,A,7575,6.99,0,0.14,N,4
06OeH5Z1-h0tr,24,205000,Mortgage,2,Medical,B,11000,10.99,0,0.05,N,4
00EDIedo-fzDW,25,24000,Rent,9,Personal,B,9600,11.71,1,0.4,N,3
0R2gggUo-Ohxz,24,57000,Mortgage,NULL,Homeimprovement,A,6000,NULL,0,0.12,N,2
1SRi5utX-a2jn,37,80000,Mortgage,18,Medical,B,20000,11.83,0,0.25,N,13
0AXpIdOt-3KR5,22,59959,Mortgage,4,Education,B,6000,NULL,0,0.1,N,3
3glZCRiF-5nSE,30,122000,Mortgage,11,Homeimprovement,A,11200,5.42,0,0.09,N,9
3L0l89vv-iB5t,25,76700,Mortgage,1,Venture,E,14800,19.42,0,0.19,Y,4
192NuYRG-g4Fr,25,95111,Mortgage,9,Personal,C,18000,14.72,0,0.19,N,4
24Avehoa-7DAz,27,100000,Mortgage,1,Debtconsolidation,C,16000,13.43,0,0.16,N,5
0mCaAPMJ-tKXb,27,45000,Mortgage,1,Venture,A,4000,NULL,0,0.09,N,7
11LTzLLZ-tcvM,27,NULL,Rent,11,Medical,C,6400,8.49,NULL,0.16,N,6
1lIr1BNg-bf9Q,26,71400,Rent,10,Medical,D,16000,NULL,1,0.19,Y,4
1t52Buyk-pDjE,35,39800,Rent,5,Debtconsolidation,B,2400,11.71,0,0.06,N,10
21is4Fcb-7nuT,27,40000,Rent,8,Personal,B,12000,10.37,0,0.3,N,9
16qtLLu8-XCWR,21,28800,Rent,1,Education,A,3175,6.03,0,0.11,N,4
3fp0y0wm-dsd7,22,10000,Rent,0,Homeimprovement,D,1000,14.74,1,0.1,N,4
2BFtOY4Y-QRmR,27,72000,Mortgage,11,Medical,B,6150,NULL,0,0.09,N,5
2Z3JFDvB-cJ5E,22,70000,Rent,4,Education,B,10000,12.69,0,0.14,N,4
1PlUc0s7-34sy,24,87996,Rent,8,Debtconsolidation,D,10000,14.84,1,0.11,Y,2
1sQAq30P-CNjD,40,64200,Rent,2,Education,A,3000,7.74,0,0.05,N,13
31uTXG1Q-qYcx,26,36000,Own,NULL,Personal,B,15000,10.25,0,0.42,N,2
2mD7FnzY-fUYs,24,31000,Rent,1,Education,D,2500,14.54,1,0.08,Y,3
3e8rqisu-12N0,28,85000,Mortgage,3,Debtconsolidation,A,7000,8.59,0,0.08,N,5
1HAgNH3n-MnnU,44,42000,Mortgage,4,Medical,A,13200,6.17,0,0.31,N,14
2EW7JExs-DW9K,23,38000,Rent,7,Personal,B,12000,11.71,1,0.32,N,4
3cEudzIJ-j3IF,24,85000,Rent,1,Medical,A,11000,6.91,0,0.13,N,2
1bzZXeuf-FRaJ,33,86000,Mortgage,5,Personal,D,15000,16.49,0,0.17,N,9
1Y8v8Rjp-lU8x,30,52576,Rent,3,Homeimprovement,A,8400,7.49,1,0.16,N,6
3KZ9wo59-xbWE,25,80000,Mortgage,9,Venture,D,14000,15.62,0,0.17,Y,4
198pUqvG-dmd3,NULL,60000,Rent,NULL,Medical,B,8000,5.42,0,0.23,N,9
3LtlTPWj-Fc3m,22,52000,Mortgage,5,Venture,A,3900,7.51,0,0.07,N,3
13HXgBzQ-fB10,64,119000,Mortgage,3,Personal,A,5000,8,0,0.04,N,22
1zBTIBdy-5wu0,22,31500,Rent,5,Education,B,13200,11.71,1,0.42,N,4
3hZhwoBF-2vZ7,25,21812,Rent,7,Education,C,6000,14.72,0,0.28,Y,2
1fhBXQE4-WDxJ,21,45432,Mortgage,4,Education,B,5000,9.88,0,0.11,N,4
22q3Yk7x-eo40,24,40000,Rent,0,Venture,B,3500,NULL,0,0.09,N,2
2ZbLae3k-nAGy,22,28000,Rent,6,Personal,B,1000,10.25,1,0.04,N,3
2WeGeU8W-SEWh,22,98004,Mortgage,6,Debtconsolidation,A,16000,7.66,0,0.16,N,3
3f97UBFQ-TQ71,27,34000,Own,1,Personal,B,16750,10.59,0,0.49,N,6
36MsdO7D-uGa8,27,33000,Rent,7,Education,A,4000,6.76,0,0.12,N,9
3c3LrRt7-EX4D,23,72000,Mortgage,6,Homeimprovement,,14400,NULL,1,0.27,N,4
2Ewm5zTq-3CS6,39,49993,Mortgage,10,Debtconsolidation,D,12600,16.89,1,0.25,N,15
0kIbRqUt-BcHN,23,110000,Rent,0,Personal,B,22000,NULL,0,0.2,N,3
39JQ3Dk5-BwS9,47,64200,Rent,1,Education,B,10000,NULL,0,0.16,N,14
2ksUhCCf-615j,24,48000,Own,8,Venture,C,2200,15.27,0,0.05,Y,4
1CqwEqcw-WcCo,23,75000,Mortgage,3,Venture,A,14400,6.03,0,0.19,N,4
2TrS6xYh-8kWd,28,29112,Own,1,Venture,A,7000,6.99,0,0.24,N,5
02PzytOC-bKre,27,69996,Rent,1,Personal,B,6000,11.86,0,0.09,N,6
2E2Jp2gN-3Rc2,53,95000,Own,24,Personal,A,6000,5.42,0,0.06,N,30
2RKx610g-s1Gn,25,40000,Rent,9,Medical,D,5600,14.61,0,0.14,Y,4
07cvEc0D-f3R6,23,48000,Rent,1,Medical,A,2400,8.49,0,0.05,N,4
1qSXhOuQ-LHL7,29,45600,Mortgage,7,Venture,B,9600,10.36,0,0.21,N,5
2IEaY2jy-aTF5,26,15600,Rent,5,Debtconsolidation,A,5000,5.99,1,0.32,N,3
2GgXfQpq-wUf2,23,75000,Mortgage,5,Venture,A,12000,7.51,0,0.16,N,3
1EkyEFev-kH6M,34,36000,Rent,2,Debtconsolidation,A,9500,8.59,0,0.26,N,8
38HUR8NC-kHuC,35,39000,Rent,2,Medical,C,10000,13.16,1,0.26,N,6
1JAKxEAY-qEMF,27,19200,Own,3,Personal,A,8000,8.9,1,0.42,N,8
03c5vbkb-p8u5,25,70000,Rent,2,Homeimprovement,C,7000,13.79,0,0.1,Y,2
10Uc8CGq-fv4d,22,30000,Rent,1,Education,D,4000,14.96,1,0.13,Y,2
1n4zgdvQ-WEWn,36,136000,Mortgage,0,Venture,C,4800,14.72,0,0.04,N,15
0vJtU9a4-BzN9,26,30000,Own,4,Venture,B,5000,11.58,0,0.17,N,4
0ERrJMwI-QxE3,24,98000,Own,8,Homeimprovement,A,12000,6.03,0,0.12,N,3
0lyhzEiK-2P25,25,99473,Mortgage,9,Personal,B,8500,11.58,0,0.09,N,2
1uJYHQ1O-2lPb,31,100000,Mortgage,6,Medical,B,6000,10.99,0,0.06,N,6
1yuXAyLZ-RTg6,23,125000,Other,4,Education,A,7500,8,0,0.06,N,2
2TftRumZ-WNAr,NULL,45806,Rent,5,Education,D,6250,12.87,0,NULL,Y,4
1JnqA9F9-78JP,37,22800,Own,18,Education,A,7000,6.03,0,0.31,N,15
0F4ZjR2j-QrzT,24,72250,Rent,5,Medical,E,17600,17.19,1,0.21,Y,4
0eypyWWT-Qg0S,34,14400,Rent,2,Personal,B,2500,10,1,0.17,N,5
1PeK2HzO-5yF8,36,40000,Own,2,Personal,A,5000,7.88,0,0.13,N,12
3CtdTIua-WbgZ,34,70000,Mortgage,6,Education,E,22000,19.91,0,0.31,Y,8
2M941Hnj-11Su,23,41017,Rent,6,Debtconsolidation,A,5000,NULL,0,0.12,N,2
1xN2APxO-PMwu,36,30996,Rent,2,Personal,C,5500,12.53,0,0.18,Y,15
0G1gxTZj-OFEn,35,200000,Rent,7,Venture,B,5000,NULL,0,0.03,N,10
2Mo3qdZZ-u3fl,25,32000,Rent,1,Medical,B,4000,11.49,0,0.13,N,4
2r5UJPqv-a1R1,22,53124,Mortgage,4,Education,C,6500,13.61,0,0.12,N,3
1cUKGNO7-Gbfm,38,80000,Mortgage,7,Homeimprovement,A,10000,7.29,0,0.13,N,16
2wWdPLw0-ay8q,42,160000,Mortgage,0,Medical,A,22000,6.99,0,0.14,N,16
3aXXD2lJ-pfSu,23,88000,Rent,0,Personal,D,12000,14.61,1,0.14,Y,4
33j1lmFS-ItNr,26,115000,Mortgage,6,Homeimprovement,C,15000,12.87,0,0.13,Y,3
1CAGwO6S-72D6,22,60000,Mortgage,6,Medical,A,8000,8.07,0,0.13,N,4
3iEW4gfU-wQAv,31,74000,Mortgage,13,Venture,C,1500,12.68,1,0.02,N,10
2sbXnTIo-v9wx,40,110000,Mortgage,14,Personal,B,5000,11.49,0,0.05,N,14
0yOBTzEg-cugM,22,62000,Rent,6,Personal,C,9200,12.98,0,0.15,N,3
2M7l0aLK-qoPr,23,55000,Mortgage,1,Education,B,10000,10.75,0,0.18,N,4
1PmGyRje-TXdO,29,44000,Rent,14,Debtconsolidation,B,16000,NULL,1,0.36,N,9
383sZxU1-qvkn,28,46551,Mortgage,12,Venture,A,5000,NULL,0,0.11,N,7
1ALpTMUB-1PDz,35,40000,Rent,2,Medical,C,7550,13.92,0,0.19,N,9
3EK38r1X-Kaid,26,30000,Own,3,Education,B,7500,11.14,0,0.25,N,3
0mKpnBxZ-e1Yd,26,55000,Mortgage,10,Venture,A,12500,8.94,0,0.23,N,2
3GgxXMPn-gbjE,26,49200,Rent,NULL,Debtconsolidation,C,12000,15.23,0,0.24,Y,3
035BR3xf-elRK,22,26000,Own,2,Education,A,7100,7.49,0,0.27,N,2
0spEgKqm-l3s4,35,72500,Mortgage,0,Debtconsolidation,B,4000,10.25,0,0.06,N,6
20IofNGN-9bLP,31,552000,Rent,0,Personal,A,8000,7.29,0,0.01,N,10
11eWUx5C-S7jf,26,67500,Rent,1,Homeimprovement,A,3000,9.32,0,0.04,N,4
2vLpikGb-EtLs,24,45000,Rent,1,Venture,B,12000,10.99,0,0.27,N,3
3A3eQt9i-ymN5,23,60000,Rent,4,Venture,A,3600,7.9,0,0.06,N,2
2DgzQvSM-Q9Nd,NULL,54000,Rent,12,Personal,B,6000,5.79,0,0.06,N,2
1phG8oPs-xyNd,23,84000,Rent,5,Venture,A,6000,6.99,0,0.07,N,3
0MdQ7hDz-jNY3,23,97583,Mortgage,7,Medical,D,6950,13.67,1,0.06,N,2
0zxmNicC-9sdA,26,96000,Rent,6,Personal,C,19000,13.22,0,0.2,Y,2
1fCkLRM3-d78a,23,25000,Rent,6,Personal,C,8000,13.61,1,0.32,Y,4
1Y8Ek92d-n4Il,23,66912,Mortgage,7,Personal,C,16000,12.73,0,0.24,N,3
26zbU975-Ra7s,32,33600,Own,0,Venture,D,8000,16.02,0,0.24,N,8
2uJYzrhw-K9rj,24,54080,Mortgage,8,Personal,A,8000,8.63,0,0.15,N,4
0srkEPEx-03JX,31,78000,Rent,15,Education,C,10000,14.27,1,0.13,N,10
0WH12h9P-0s6u,26,28000,Rent,2,Homeimprovement,D,3250,14.59,1,0.12,N,4
2uDNXQRy-Wtpg,22,NULL,Rent,3,Education,B,9600,7.88,0,0.12,,4
2ACjWpye-Kd8d,21,24000,Mortgage,2,Education,B,5000,8.7,0,0.21,N,2
04sEknJ6-sUsD,25,162000,Rent,9,Personal,C,25000,11.03,0,0.15,N,2
1hYsAkq1-YHzZ,26,60000,Mortgage,NULL,Education,A,10000,6.03,0,0.17,N,4
3Fn6Bsv2-lENb,22,42996,Rent,2,Debtconsolidation,C,14400,NULL,1,0.33,Y,4
2jv8RRwg-LP98,33,58344,Rent,5,Venture,D,11975,16.29,0,0.21,Y,9
1oaTsthG-whDm,24,75360,Own,4,Venture,A,7000,7.49,0,0.09,N,3
1y1E0M6Y-GA0m,22,41600,Own,4,Education,B,12000,12.42,0,0.29,N,2
0DLnmrYx-KP4v,26,14400,Rent,NULL,Medical,B,2350,9.91,1,0.16,N,4
1QW0zTUj-vulf,26,49200,Mortgage,8,Education,A,4800,6.17,0,0.1,N,3
1XERU9F8-NYLX,31,60000,Mortgage,4,Homeimprovement,B,9600,10.08,0,0.16,N,8
1iIsdvC0-xUz2,23,93000,Own,7,Venture,B,10000,9.88,0,0.11,N,3
3ijPnRBt-hlQA,NULL,30000,,3,Personal,B,10400,9.91,0,0.09,N,6
3D1Tm3Tk-1DBK,22,35000,Mortgage,6,Education,A,8000,5.79,0,0.23,N,4
0SHjkHAj-It6m,25,19000,Rent,0,Debtconsolidation,C,750,12.29,0,0.04,Y,4
1DvfSMsL-BybY,25,65000,Rent,8,Homeimprovement,C,18000,NULL,0,0.28,N,3
2YeGjaQh-c8R6,26,108000,Mortgage,7,Homeimprovement,C,10000,13.57,0,0.09,N,4
1BjPXumc-Z1TM,22,37200,Rent,6,Personal,B,10000,NULL,1,0.27,N,2
3g6xCq1q-94uE,38,110000,Rent,5,Homeimprovement,A,20000,6.91,0,0.18,N,13
1RBQhf5e-N5Po,23,30000,,6,,C,9000,8.49,0,0.15,N,3
1ukWofOo-DcMi,45,34000,Rent,1,Education,A,5000,NULL,1,0.15,N,11
0irxJt98-iyb8,24,50000,Rent,3,Medical,C,3000,NULL,1,0.06,N,2
10BC31oJ-EaES,37,140000,Mortgage,15,Homeimprovement,A,14000,7.51,0,0.1,N,12
3IqbdS0z-z7pK,36,32642,Mortgage,18,Debtconsolidation,B,8500,11.49,0,0.26,N,12
0RlC4sAJ-Ugov,22,82000,Mortgage,6,Debtconsolidation,C,10000,12.87,0,0.12,Y,2
1uYmSYfD-6bz6,22,55000,Mortgage,2,Education,A,12000,6.54,0,0.22,N,4
1ANi5Rue-HQ4h,24,60000,Mortgage,0,Education,D,8000,15.65,0,0.13,N,3
2tm1yw9i-sjyy,23,55000,Mortgage,5,Personal,A,7750,6.17,0,0.14,N,4
15IiNUlb-9W10,33,65000,Mortgage,14,Debtconsolidation,C,3600,13.99,0,0.06,N,9
0gMwYier-eW8A,27,44004,Rent,1,Education,D,11750,15.31,1,0.27,Y,8
35t2rJOp-9Xft,28,54000,Mortgage,12,Medical,C,6000,15.23,1,0.11,N,8
1Irhlqb1-ohx2,24,43000,Mortgage,1,Personal,D,4000,17.49,1,0.09,N,3
2olN30DC-Bjwa,27,21600,Rent,0,Homeimprovement,D,6000,18.07,1,0.28,N,7
0r2EtCqq-RBbk,22,13200,Rent,0,Venture,B,2500,9.91,1,0.19,N,4
00LFrMaL-Ccoj,22,54000,Mortgage,0,Homeimprovement,A,16000,7.51,1,0.3,N,2
2DYBhjLz-rzYp,27,26400,Rent,2,Medical,A,2000,6.54,0,0.08,N,10
3GBU9q13-yGi6,22,75000,Rent,3,Education,B,10600,10.99,0,0.14,N,3
0p0LdM3N-2QvH,29,104000,Mortgage,7,Debtconsolidation,A,35000,7.49,0,0.34,N,8
2NHdcbf4-UK04,38,70000,Mortgage,0,Personal,A,9250,7.51,0,0.13,N,17
1o0Kdois-Aws9,28,52000,Mortgage,11,Medical,A,6000,NULL,0,0.12,N,5
02Xp1CEj-L5No,27,70000,Mortgage,11,Debtconsolidation,A,25000,7.66,0,0.36,N,5
03dxIafi-8oix,22,90000,Mortgage,6,Medical,B,6000,9.25,0,0.07,N,2
36ryq2Tm-FDLs,24,86854,Rent,8,Venture,A,4500,NULL,0,0.05,N,4
2wY9NYEy-1OLH,29,50000,Rent,5,Debtconsolidation,C,6000,13.49,0,0.12,Y,7
2U9ZSHai-Wzs4,25,46000,Own,0,Debtconsolidation,E,19750,16.7,1,0.43,Y,4
1brKK2SH-N78w,28,82300,Rent,3,Venture,A,3600,9.63,0,0.04,N,6
1dM8xRAR-kSXx,27,85000,Mortgage,11,Education,A,12000,6.62,0,0.14,N,10
1PYXXwkQ-cBCH,41,50780,Mortgage,14,Personal,B,6000,10.99,0,0.12,N,17
3AWclJUD-78CM,NULL,NULL,Mortgage,NULL,Medical,C,12000,11.99,0,0.23,N,14
2xfyozUp-Q1zh,27,25000,Rent,0,Medical,A,7000,8.9,0,0.28,N,10
3569kZQ9-G0xf,23,39000,Rent,5,Personal,C,8400,13.79,1,0.22,N,2
2RDFhRYK-Pfmh,25,55000,Rent,2,,,7200,9.88,0,0.18,N,4
3AKW6Jgf-GdEq,27,82000,Mortgage,0,Venture,B,14000,10,0,0.17,N,7
1ndlCq3h-65j9,23,42000,Rent,0,Medical,B,10000,NULL,0,0.24,N,4
0ZfwXupH-j1Ug,22,78000,Mortgage,6,Education,A,7750,7.51,0,0.1,N,4
0Okgww0I-dpNz,27,67000,Rent,5,Personal,C,12000,13.23,0,0.18,Y,7
17EiOKtN-eSGh,23,96000,Rent,1,Medical,C,20000,13.04,0,0.21,N,3
0yg4oISL-ovm6,23,60400,Rent,2,Venture,B,8000,9.25,0,0.13,N,4
0W0jh643-FtXR,23,65500,Mortgage,3,Personal,B,16800,NULL,0,0.26,N,2
2oP16JhG-F8XW,22,66000,Own,6,Education,A,5000,7.9,0,0.08,N,4
2fZ4sOaf-tXML,34,60000,Mortgage,6,Medical,C,2500,14.72,0,0.04,N,5
3CZeuhse-DiUJ,31,100000,Mortgage,5,Homeimprovement,B,15000,10.59,0,0.15,N,10
39Oq2gXD-1fjM,24,108000,Mortgage,5,Education,D,9950,14.96,0,0.09,Y,4
2DXScQcm-AYYJ,43,55000,Rent,3,Medical,B,11750,10.99,0,0.21,N,17
3KbGgWIi-5qj4,26,67000,Mortgage,10,Homeimprovement,B,10000,12.21,0,0.15,N,3
2Q4aS4pe-z4Uf,25,75000,Rent,7,Venture,D,8800,14.59,0,0.12,N,3
3FsxfEep-lbl2,23,32400,Rent,6,Venture,B,3000,10,0,0.09,N,2
0qH1mYXv-HiFD,28,30000,Rent,2,Personal,A,5200,5.42,0,0.17,N,7
1MJha2DH-BOxx,39,42000,Rent,0,Personal,D,11000,13.55,1,0.26,N,12
0Zq8d3Fc-F3T4,35,60000,Mortgage,12,Debtconsolidation,C,25000,12.73,0,0.42,N,8
17pzeYkk-AqLn,28,68000,Mortgage,7,Education,A,3000,5.42,0,0.04,N,10
37povd8Q-2a6O,24,47500,Mortgage,7,Debtconsolidation,B,12000,9.91,0,0.25,N,3
3L3ZILr2-lTFS,23,58216,Rent,5,Medical,A,10000,7.49,0,0.17,N,4
2q0RObIB-NfJb,26,14400,Rent,NULL,Medical,A,2000,6.92,0,0.14,N,4
3IML3Wun-7LFv,24,79000,Rent,0,Medical,B,8000,11.49,0,0.1,N,4
3LeoZSqR-xTfa,21,56000,Rent,5,Venture,B,12000,10.75,0,0.21,N,4
1skNHxEB-WQ6S,38,200000,Mortgage,0,Personal,B,20000,11.48,0,0.1,N,15
3bGxupKz-PfmI,32,30000,Rent,5,Venture,D,6000,12.61,1,0.2,Y,5
1MA39CZt-kOYg,22,43000,Rent,5,Venture,B,2400,10.99,0,0.06,N,4
1dCZTM1N-u409,25,160000,Own,5,Venture,B,15000,11.14,0,0.09,N,4
3BB9KZMs-ByvI,31,98000,Own,10,Homeimprovement,A,5100,6.03,0,0.05,N,6
13ki6IUP-XmCU,22,52000,Mortgage,6,Venture,C,2650,12.99,0,0.05,Y,3
1LCWjeBD-5udG,22,24600,Own,1,Personal,B,4750,10,0,0.19,N,4
17aZhw8e-JCXJ,27,69960,Mortgage,3,Personal,A,10000,NULL,0,0.14,N,9
1t9nxw1c-rysE,30,96000,Mortgage,7,Personal,B,6000,11.49,0,0.06,N,6
1B9GtSOX-Roj7,24,42000,Rent,9,Education,A,4200,7.9,0,0.1,N,2
14z68UO9-C0wN,28,65000,Mortgage,8,Education,D,3000,NULL,0,0.05,N,7
042HuhgK-vW5P,22,38004,Rent,5,Education,B,12000,10.75,1,0.32,N,3
2wt9z0qJ-LpjG,47,59827,Mortgage,9,Education,D,6000,15.58,1,0.1,N,15
1u7GvDPH-hHjS,29,105000,Mortgage,13,Personal,C,5000,12.53,0,0.05,N,9
2Z7lG3ru-5MYI,29,21864,Rent,1,Personal,B,4000,12.42,0,0.18,N,7
1PT0Id18-hA10,50,120000,Rent,0,Medical,B,12000,9.62,0,0.1,N,12
1rjl0xuS-NjrS,27,22800,Rent,5,Personal,C,3500,13.99,1,0.15,Y,10
2j8gNEFh-EjYE,32,150000,Mortgage,NULL,Personal,,4000,11.11,0,0.09,N,2
2pjPeOdE-KasQ,33,160000,Mortgage,3,Personal,B,22000,10.75,0,0.14,N,8
0i0scds2-5Yeg,21,40000,Rent,4,Venture,A,5000,5.79,0,0.13,N,2
1o9Jx8zk-yda3,24,41745,Rent,2,Personal,A,3200,9.63,0,0.08,N,3
18GQojFZ-t8c4,22,51000,Mortgage,3,Venture,C,13000,13.48,0,0.25,Y,3
33NAoH4j-e4on,22,24000,Own,2,Personal,C,3000,13.61,0,0.13,N,2
0NXsyne8-02T6,23,29000,Rent,7,Education,C,8000,12.73,1,0.28,N,3
2e0AaXaC-h4e1,31,80000,Own,13,Medical,A,12000,5.79,0,0.15,N,10
3gPZ2pkW-P5lH,37,88000,Rent,4,Education,G,25000,19.66,1,0.28,Y,15
0veLnCE1-qz7p,41,47000,Own,2,Personal,A,14000,7.88,0,0.3,N,12
1X717kuU-HXQY,23,53352,Rent,3,Medical,A,17500,6.54,1,0.33,N,4
0mg5QCvx-Xuza,21,27996,Mortgage,5,Education,A,10000,9.63,0,0.36,N,4
0E71mmbQ-8nqu,23,50000,Own,3,Personal,B,1500,11.49,0,0.03,N,2
2mysnaAo-oAm9,24,50000,Mortgage,8,Medical,A,12000,5.42,0,0.24,N,2
0ZEtWxJK-aqUj,31,53922,Rent,15,Homeimprovement,B,5000,10.59,0,0.09,N,5
0pZLTqXl-5zdR,23,46443,Rent,7,Education,A,6000,7.9,0,0.13,N,4
13jZ8SWx-5TPE,27,38000,Rent,5,Medical,A,3000,7.49,0,0.08,N,8
2X8CXMoC-fmRn,30,80000,Mortgage,14,Venture,C,8000,13.92,0,0.1,N,8
1dlWjv1U-3oIY,28,74000,Rent,0,Debtconsolidation,D,5000,15.21,1,0.07,N,8
374d1uWh-eJZ7,23,56160,Mortgage,2,Personal,B,3050,10.59,0,0.05,N,2
1WMnxIIj-7UA5,24,68400,Own,8,Medical,A,6000,6.54,0,0.09,N,4
00XP05XD-58XF,33,63996,Rent,4,Education,B,3200,10.74,0,0.05,N,9
2eyPPcIg-eKfE,47,52000,Rent,3,Medical,B,6000,10.99,0,0.12,N,14
2MtKHTSE-XHYF,30,42000,Own,NULL,Medical,C,4000,15.23,0,0.1,Y,5
2cmqzmbK-uOpp,33,30500,Mortgage,1,Homeimprovement,B,10000,9.33,1,0.33,N,6
2ybwuHcb-AC2A,32,64000,Mortgage,2,Education,A,8000,6.76,0,0.13,N,7
2t0KNhlF-sgyP,23,62000,Mortgage,3,Medical,A,9000,NULL,0,0.15,N,4
3aEEvMxk-QbeN,35,115000,Rent,1,Venture,B,28000,9.91,0,0.24,N,6
047HzPzb-NBkZ,NULL,100000,Mortgage,NULL,Personal,D,9000,15.37,1,0.31,N,9
1t6NjPwZ-LSW2,24,45000,Mortgage,8,Education,A,5000,5.79,0,0.11,N,2
2wQJNZXb-kZow,25,70000,Mortgage,4,Venture,B,6300,10.37,0,0.09,N,4
2RppaIsE-DUiR,28,39000,Rent,6,Medical,D,3600,16.29,1,0.09,N,8
3dkDPWZ4-DS2i,26,46000,Rent,4,Personal,A,9000,7.14,0,0.2,N,3
1TeCZtzp-sjBm,22,60000,Mortgage,6,Venture,D,24250,15.31,0,0.4,Y,2
1TBm8nKN-ht0z,29,50000,Mortgage,5,Personal,B,8000,10.37,0,0.16,N,7
3jwaDGBQ-rqTD,24,16800,Mortgage,NULL,Education,A,3900,NULL,1,0.23,N,2
0ko0Ti1x-JWAh,22,49500,Rent,0,Personal,C,9000,14.35,0,0.18,Y,4
0pKd7wNr-lZZH,24,35000,Rent,4,Personal,D,14400,15.7,1,0.41,N,4
2tqcLHqy-8WY7,27,NULL,,3,Medical,A,10400,9.32,0,0.11,N,3
1pWKhwdu-UTnA,32,78000,Rent,0,Venture,C,13000,12.87,0,0.17,Y,10
2tuO14gL-FokM,25,96000,Mortgage,4,Venture,B,10925,12.69,0,0.11,N,4
